"KundenadressePLZ","Ort","Land","Sum(Totalbetrag)","adresse","coordinate","latitude","longitude"
1253,"Vandoeuvres","Schweiz",500.9,"1253 Vandoeuvres, Schweiz","46.2182758 6.205724",46.2182758,6.205724
1254,"Jussy","Schweiz",719.9000000000001,"1254 Jussy, Schweiz","46.2347656 6.2652187",46.2347656,6.2652187
1255,"Veyrier","Schweiz",1129.65,"1255 Veyrier, Schweiz","46.1660489 6.178396999999999",46.1660489,6.178396999999999
1256,"Troinex","Schweiz",87.69999999999999,"1256 Troinex, Schweiz","46.1612237 6.1513978",46.1612237,6.1513978
1257,"La Croix-de-Rozon","Schweiz",148.5,"1257 La Croix-de-Rozon, Schweiz","46.1445989 6.1361365",46.1445989,6.1361365
1258,"Perly","Schweiz",405.8,"1258 Perly, Schweiz","46.1553483 6.0945809",46.1553483,6.0945809
1260,"Nyon","Schweiz",18641.949999999975,"1260 Nyon, Schweiz","46.3805092 6.2298735",46.3805092,6.2298735
1261,"Longirod","Schweiz",10361.349999999997,"1261 Longirod, Schweiz","46.4951923 6.2585349",46.4951923,6.2585349
1262,"Eysins","Schweiz",4426.9,"1262 Eysins, Schweiz","46.3845552 6.199776",46.3845552,6.199776
1263,"Crassier","Schweiz",159.0,"1263 Crassier, Schweiz","46.3744662 6.1635803",46.3744662,6.1635803
1264,"St-Cergue","Schweiz",7100.149999999999,"1264 St-Cergue, Schweiz","46.4431161 6.1420428",46.4431161,6.1420428
1265,"La Cure","Schweiz",1560.6,"1265 La Cure, Schweiz","46.4647541 6.0730133",46.4647541,6.0730133
1266,"Duillier","Schweiz",192.0,"1266 Duillier, Schweiz","46.4119244 6.2282844",46.4119244,6.2282844
1267,"Vich","Schweiz",1754.4,"1267 Vich, Schweiz","46.4256115 6.242561800000001",46.4256115,6.242561800000001
1268,"Burtigny","Schweiz",514.3,"1268 Burtigny, Schweiz","46.46757729999999 6.2569481",46.46757729999999,6.2569481
1269,"Bassins","Schweiz",1935.9500000000012,"1269 Bassins, Schweiz","46.4884131 6.1969831",46.4884131,6.1969831
1270,"Trélex","Schweiz",2367.9,"1270 Trélex, Schweiz","46.4210407 6.1936233",46.4210407,6.1936233
1271,"Givrins","Schweiz",1391.4500000000003,"1271 Givrins, Schweiz","46.428946 6.201877899999999",46.428946,6.201877899999999
1272,"Genolier","Schweiz",330.75,"1272 Genolier, Schweiz","46.4363608 6.2223399",46.4363608,6.2223399
1273,"Le Muids","Schweiz",8875.199999999999,"1273 Le Muids, Schweiz","46.45393079999999 6.2197184",46.45393079999999,6.2197184
1274,"Grens","Schweiz",2974.1,"1274 Grens, Schweiz","46.39438270000001 6.1962812",46.39438270000001,6.1962812
1275,"Chéserex","Schweiz",2134.25,"1275 Chéserex, Schweiz","46.4139141 6.1470123",46.4139141,6.1470123
1276,"Gingins","Schweiz",1409.3,"1276 Gingins, Schweiz","46.4256801 6.1523667",46.4256801,6.1523667
1277,"Arnex-sur-Nyon","Schweiz",1703.7500000000002,"1277 Arnex-sur-Nyon, Schweiz","46.37870179999999 6.177396600000001",46.37870179999999,6.177396600000001
1278,"La Rippe","Schweiz",937.85,"1278 La Rippe, Schweiz","46.406173 6.1115832",46.406173,6.1115832
1279,"Bogis-Bossey","Schweiz",7094.199999999993,"1279 Bogis-Bossey, Schweiz","46.3435138 6.157128999999999",46.3435138,6.157128999999999
1283,"Dardagny","Schweiz",79.9,"1283 Dardagny, Schweiz","46.1947347 5.9949263",46.1947347,5.9949263
1284,"Chancy","Schweiz",765.05,"1284 Chancy, Schweiz","46.1535553 5.9796912",46.1535553,5.9796912
1285,"Athenaz (Avusy)","Schweiz",39.95,"1285 Athenaz (Avusy), Schweiz","46.1547255 6.007014",46.1547255,6.007014
1286,"Soral","Schweiz",1036.0,"1286 Soral, Schweiz","46.1478523 6.0425295",46.1478523,6.0425295
1287,"Laconnex","Schweiz",31.8,"1287 Laconnex, Schweiz","46.1601438 6.036773699999999",46.1601438,6.036773699999999
1288,"Aire-la-Ville","Schweiz",62.8,"1288 Aire-la-Ville, Schweiz","46.1905583 6.042898399999999",46.1905583,6.042898399999999
1290,"Versoix","Schweiz",7669.7000000000035,"1290 Versoix, Schweiz","46.2876938 6.1657813",46.2876938,6.1657813
1291,"Commugny","Schweiz",2194.7999999999993,"1291 Commugny, Schweiz","46.3264119 6.1618606",46.3264119,6.1618606
1292,"Chambésy","Schweiz",1919.8000000000006,"1292 Chambésy, Schweiz","46.2408566 6.143396699999999",46.2408566,6.143396699999999
1293,"Bellevue","Schweiz",1096.3,"1293 Bellevue, Schweiz","46.2579276 6.138672199999999",46.2579276,6.138672199999999
1294,"Genthod","Schweiz",788.75,"1294 Genthod, Schweiz","46.266834 6.1517993",46.266834,6.1517993
1295,"Mies","Schweiz",4704.55,"1295 Mies, Schweiz","46.3073871 6.1577497",46.3073871,6.1577497
1296,"Coppet","Schweiz",147.7,"1296 Coppet, Schweiz","46.3223826 6.191887299999999",46.3223826,6.191887299999999
1297,"Founex","Schweiz",4053.1000000000004,"1297 Founex, Schweiz","46.3372556 6.1838751",46.3372556,6.1838751
1299,"Crans-près-Céligny","Schweiz",5052.950000000001,"1299 Crans-près-Céligny, Schweiz","46.364906 6.206759600000001",46.364906,6.206759600000001
1302,"Vufflens-la-Ville","Schweiz",1987.4999999999998,"1302 Vufflens-la-Ville, Schweiz","46.5759628 6.534423899999999",46.5759628,6.534423899999999
1303,"Penthaz","Schweiz",4445.5,"1303 Penthaz, Schweiz","46.5973003 6.542175599999999",46.5973003,6.542175599999999
1304,"Senarclens","Schweiz",7763.0,"1304 Senarclens, Schweiz","46.6003663 6.4869682",46.6003663,6.4869682
1305,"Penthalaz","Schweiz",4572.450000000003,"1305 Penthalaz, Schweiz","46.61483399999999 6.5319265",46.61483399999999,6.5319265
1306,"Daillens","Schweiz",1564.0,"1306 Daillens, Schweiz","46.6205182 6.5485233",46.6205182,6.5485233
1307,"Lussery-Villars","Schweiz",974.1999999999997,"1307 Lussery-Villars, Schweiz","46.6346032 6.525035",46.6346032,6.525035
1308,"La Chaux (Cossonay)","Schweiz",112.9,"1308 La Chaux (Cossonay), Schweiz","46.61805 6.473059999999999",46.61805,6.473059999999999
1312,"Eclépens","Schweiz",686.0,"1312 Eclépens, Schweiz","46.650537 6.5429799",46.650537,6.5429799
1313,"Ferreyres","Schweiz",1205.3000000000004,"1313 Ferreyres, Schweiz","46.6588576 6.4820161",46.6588576,6.4820161
1315,"La Sarraz","Schweiz",1065.9000000000003,"1315 La Sarraz, Schweiz","46.6601682 6.5149623",46.6601682,6.5149623
1316,"Chevilly","Schweiz",99.0,"1316 Chevilly, Schweiz","46.6448235 6.4731134",46.6448235,6.4731134
1317,"Orny","Schweiz",439.05,"1317 Orny, Schweiz","46.6728755 6.5338106",46.6728755,6.5338106
1318,"Pompaples","Schweiz",281.0,"1318 Pompaples, Schweiz","46.6760746 6.5202431",46.6760746,6.5202431
1321,"Arnex-sur-Orbe","Schweiz",50.6,"1321 Arnex-sur-Orbe, Schweiz","46.69391239999999 6.5187256",46.69391239999999,6.5187256
1322,"Croy","Schweiz",3756.0,"1322 Croy, Schweiz","46.6940322 6.4771608",46.6940322,6.4771608
1323,"Romainmôtier","Schweiz",257.1,"1323 Romainmôtier, Schweiz","46.6944404 6.4607844",46.6944404,6.4607844
1324,"Premier","Schweiz",145.29999999999998,"1324 Premier, Schweiz","46.70737039999999 6.4387386",46.70737039999999,6.4387386
1325,"Vaulion","Schweiz",1973.1000000000001,"1325 Vaulion, Schweiz","46.6879021 6.3889387",46.6879021,6.3889387
1326,"Juriens","Schweiz",51.8,"1326 Juriens, Schweiz","46.6882126 6.4344084",46.6882126,6.4344084
1329,"Bretonnières","Schweiz",3565.5,"1329 Bretonnières, Schweiz","46.7120876 6.4743168",46.7120876,6.4743168
1337,"Vallorbe","Schweiz",7811.65,"1337 Vallorbe, Schweiz","46.711163 6.371046499999999",46.711163,6.371046499999999
1341,"Orient","Schweiz",503.20000000000005,"1341 Orient, Schweiz","46.60115 6.23921",46.60115,6.23921
1342,"Le Pont","Schweiz",3074.85,"1342 Le Pont, Schweiz","46.6686176 6.3282833",46.6686176,6.3282833
1343,"Les Charbonnières","Schweiz",8656.449999999995,"1343 Les Charbonnières, Schweiz","46.6662974 6.315135",46.6662974,6.315135
1344,"L'Abbaye","Schweiz",2188.25,"1344 L'Abbaye, Schweiz","46.6364247 6.320202",46.6364247,6.320202
1345,"Le Lieu","Schweiz",1344.5500000000002,"1345 Le Lieu, Schweiz","46.6452252 6.2482269",46.6452252,6.2482269
1346,"Les Bioux","Schweiz",3769.4500000000003,"1346 Les Bioux, Schweiz","46.6210206 6.2706192",46.6210206,6.2706192
1347,"Le Solliat","Schweiz",3922.4999999999995,"1347 Le Solliat, Schweiz","46.6198269 6.2347568",46.6198269,6.2347568
1348,"Le Brassus","Schweiz",4225.450000000001,"1348 Le Brassus, Schweiz","46.5818107 6.2116248",46.5818107,6.2116248
1350,"Orbe","Schweiz",12675.100000000006,"1350 Orbe, Schweiz","46.7303371 6.5470098",46.7303371,6.5470098
1352,"Agiez","Schweiz",480.15,"1352 Agiez, Schweiz","46.720459 6.5075047",46.720459,6.5075047
1353,"Bofflens","Schweiz",528.4,"1353 Bofflens, Schweiz","46.705068 6.4982378",46.705068,6.4982378
1354,"Montcherand","Schweiz",685.0,"1354 Montcherand, Schweiz","46.7331886 6.5103858",46.7331886,6.5103858
1355,"Sergey","Schweiz",902.3499999999999,"1355 Sergey, Schweiz","46.75062 6.49966",46.75062,6.49966
1357,"Lignerolle","Schweiz",5582.900000000001,"1357 Lignerolle, Schweiz","46.7457074 6.447413099999999",46.7457074,6.447413099999999
1358,"Valeyres-sous-Rances","Schweiz",631.5000000000002,"1358 Valeyres-sous-Rances, Schweiz","46.7533504 6.5257891",46.7533504,6.5257891
1372,"Bavois","Schweiz",2122.75,"1372 Bavois, Schweiz","46.6860182 6.565371799999999",46.6860182,6.565371799999999
1373,"Chavornay","Schweiz",5550.300000000004,"1373 Chavornay, Schweiz","46.709879 6.565226099999999",46.709879,6.565226099999999
1375,"Penthéréaz","Schweiz",980.5500000000001,"1375 Penthéréaz, Schweiz","46.67854930000001 6.603825199999999",46.67854930000001,6.603825199999999
1376,"Eclagnens","Schweiz",1725.15,"1376 Eclagnens, Schweiz","46.6521988 6.5924467",46.6521988,6.5924467
1377,"Oulens-sous-Echallens","Schweiz",3705.1,"1377 Oulens-sous-Echallens, Schweiz","46.6511467 6.5745799",46.6511467,6.5745799
1400,"Yverdon-les-Bains","Schweiz",18701.250000000004,"1400 Yverdon-les-Bains, Schweiz","46.7784736 6.641183",46.7784736,6.641183
1401,,,278.2,,,,
1404,"Cuarny","Schweiz",863.4,"1404 Cuarny, Schweiz","46.77043219999999 6.6893549",46.77043219999999,6.6893549
1405,"Pomy","Schweiz",676.6,"1405 Pomy, Schweiz","46.76211970000001 6.6692374",46.76211970000001,6.6692374
1406,"Cronay","Schweiz",5727.75,"1406 Cronay, Schweiz","46.7505442 6.7010388",46.7505442,6.7010388
1407,"Bioley-Magnoux","Schweiz",2812.85,"1407 Bioley-Magnoux, Schweiz","46.7269672 6.7114717",46.7269672,6.7114717
1408,"Prahins","Schweiz",59.0,"1408 Prahins, Schweiz","46.73443810000001 6.7404251",46.73443810000001,6.7404251
1410,"Prévondavaux","Schweiz",2985.8,"1410 Prévondavaux, Schweiz","46.7279209 6.7932597",46.7279209,6.7932597
1412,"Valeyres-sous-Ursins","Schweiz",436.8,"1412 Valeyres-sous-Ursins, Schweiz","46.74629729999999 6.6555817",46.74629729999999,6.6555817
1413,"Orzens","Schweiz",206.8,"1413 Orzens, Schweiz","46.7250299 6.680664699999999",46.7250299,6.680664699999999
1415,"Molondin","Schweiz",159.3,"1415 Molondin, Schweiz","46.7603344 6.749057",46.7603344,6.749057
1416,"Pailly","Schweiz",282.9,"1416 Pailly, Schweiz","46.703319 6.678443",46.703319,6.678443
1417,"Epautheyres","Schweiz",3081.3000000000006,"1417 Epautheyres, Schweiz","46.7383415 6.640529",46.7383415,6.640529
1418,"Vuarrens","Schweiz",2449.2000000000007,"1418 Vuarrens, Schweiz","46.68549549999999 6.6513101",46.68549549999999,6.6513101
1420,"Fiez","Schweiz",783.5000000000001,"1420 Fiez, Schweiz","46.826952 6.6235785",46.826952,6.6235785
1421,"Fontaines-sur-Grandson","Schweiz",289.55,"1421 Fontaines-sur-Grandson, Schweiz","46.8353261 6.6197652",46.8353261,6.6197652
1422,"Grandson","Schweiz",10394.800000000001,"1422 Grandson, Schweiz","46.8216513 6.6486256",46.8216513,6.6486256
1423,"Fontanezier","Schweiz",1112.5500000000002,"1423 Fontanezier, Schweiz","46.8536164 6.6536573",46.8536164,6.6536573
1424,"Champagne","Schweiz",3400.3499999999995,"1424 Champagne, Schweiz","46.8338144 6.6485861",46.8338144,6.6485861
1425,"Onnens VD","Schweiz",49.95,"1425 Onnens VD, Schweiz","46.8510243 6.6872174",46.8510243,6.6872174
1426,"Corcelles-près-Concise","Schweiz",1225.9,"1426 Corcelles-près-Concise, Schweiz","46.8663264 6.716801599999999",46.8663264,6.716801599999999
1427,"Bonvillars","Schweiz",895.3,"1427 Bonvillars, Schweiz","46.8424205 6.667893299999999",46.8424205,6.667893299999999
1428,"Mutrux","Schweiz",2499.4999999999995,"1428 Mutrux, Schweiz","46.8831429 6.727419299999999",46.8831429,6.727419299999999
1429,"Giez","Schweiz",118.69999999999999,"1429 Giez, Schweiz","46.81201 6.6183",46.81201,6.6183
1430,"Orges","Schweiz",1260.2,"1430 Orges, Schweiz","46.80801 6.5883556",46.80801,6.5883556
1431,"Vugelles-La Mothe","Schweiz",109.25,"1431 Vugelles-La Mothe, Schweiz","46.8189441 6.5681258",46.8189441,6.5681258
1432,"Belmont-sur-Yverdon","Schweiz",1115.8999999999999,"1432 Belmont-sur-Yverdon, Schweiz","46.74537580000001 6.624103",46.74537580000001,6.624103
1433,"Suchy","Schweiz",647.9,"1433 Suchy, Schweiz","46.7270808 6.6036133",46.7270808,6.6036133
1434,"Ependes VD","Schweiz",196.85,"1434 Ependes VD, Schweiz","46.7462447 6.608060099999999",46.7462447,6.608060099999999
1436,"Treycovagnes","Schweiz",1964.65,"1436 Treycovagnes, Schweiz","46.7756597 6.6033962",46.7756597,6.6033962
1438,"Mathod","Schweiz",528.45,"1438 Mathod, Schweiz","46.7584419 6.564953800000001",46.7584419,6.564953800000001
1439,"Rances","Schweiz",69.0,"1439 Rances, Schweiz","46.7642382 6.5060499",46.7642382,6.5060499
1441,"Valeyres-sous-Montagny","Schweiz",1022.9,"1441 Valeyres-sous-Montagny, Schweiz","46.8010841 6.604982799999999",46.8010841,6.604982799999999
1442,"Montagny-près-Yverdon","Schweiz",493.19999999999993,"1442 Montagny-près-Yverdon, Schweiz","46.7922799 6.6101282",46.7922799,6.6101282
1443,"Champvent","Schweiz",24739.15000000001,"1443 Champvent, Schweiz","46.7829756 6.5728678",46.7829756,6.5728678
1445,"Vuiteboeuf","Schweiz",773.0999999999999,"1445 Vuiteboeuf, Schweiz","46.8051413 6.555614599999999",46.8051413,6.555614599999999
1446,"Baulmes","Schweiz",2893.7999999999997,"1446 Baulmes, Schweiz","46.7901225 6.522786099999999",46.7901225,6.522786099999999
1450,"La Sagne (Ste-Croix)","Schweiz",8975.099999999995,"1450 La Sagne (Ste-Croix), Schweiz","46.8152273 6.4973817",46.8152273,6.4973817
1452,"Les Rasses","Schweiz",1221.9,"1452 Les Rasses, Schweiz","46.8294512 6.539615",46.8294512,6.539615
1453,"Mauborget","Schweiz",1256.1000000000001,"1453 Mauborget, Schweiz","46.85584189999999 6.6163352",46.85584189999999,6.6163352
1454,"La Vraconnaz","Schweiz",1383.05,"1454 La Vraconnaz, Schweiz","46.8425 6.46605",46.8425,6.46605
1462,"Yvonand","Schweiz",4948.849999999999,"1462 Yvonand, Schweiz","46.7875494 6.7328091",46.7875494,6.7328091
1464,"Chêne-Pâquier","Schweiz",607.15,"1464 Chêne-Pâquier, Schweiz","46.7714905 6.769382599999999",46.7714905,6.769382599999999
1468,"Cheyres","Schweiz",3321.7999999999997,"1468 Cheyres, Schweiz","46.8110605 6.787436899999999",46.8110605,6.787436899999999
1470,"Bollion","Schweiz",5348.099999999998,"1470 Bollion, Schweiz","46.81769999999999 6.826899999999999",46.81769999999999,6.826899999999999
1473,"Font","Schweiz",418.0,"1473 Font, Schweiz","46.833006 6.827363",46.833006,6.827363
1474,"Châbles FR","Schweiz",1831.85,"1474 Châbles FR, Schweiz","46.82186429999999 6.810238999999999",46.82186429999999,6.810238999999999
1475,"Autavaux","Schweiz",1573.8,"1475 Autavaux, Schweiz","46.865283 6.877225999999999",46.865283,6.877225999999999
1482,"Cugy FR","Schweiz",1038.2,"1482 Cugy FR, Schweiz","46.8068026 6.8991473",46.8068026,6.8991473
1483,"Frasses","Schweiz",3196.8500000000004,"1483 Frasses, Schweiz","46.83334199999999 6.866667",46.83334199999999,6.866667
1484,"Aumont","Schweiz",1075.2,"1484 Aumont, Schweiz","46.8 6.850003999999999",46.8,6.850003999999999
1485,"Nuvilly","Schweiz",498.0,"1485 Nuvilly, Schweiz","46.7823407 6.8330755",46.7823407,6.8330755
1486,"Vuissens","Schweiz",342.5,"1486 Vuissens, Schweiz","46.7343869 6.7691754",46.7343869,6.7691754
1489,"Murist","Schweiz",1081.25,"1489 Murist, Schweiz","46.7903128 6.806840999999999",46.7903128,6.806840999999999
1509,"Vucherens","Schweiz",97.75,"1509 Vucherens, Schweiz","46.6271359 6.7781563",46.6271359,6.7781563
1510,"Syens","Schweiz",3922.1999999999994,"1510 Syens, Schweiz","46.645146 6.778542000000001",46.645146,6.778542000000001
1512,"Chavannes-sur-Moudon","Schweiz",189.0,"1512 Chavannes-sur-Moudon, Schweiz","46.6585682 6.8201445",46.6585682,6.8201445
1513,"Hermenches","Schweiz",1428.0,"1513 Hermenches, Schweiz","46.6405924 6.7555185",46.6405924,6.7555185
1514,"Bussy-sur-Moudon","Schweiz",299.0,"1514 Bussy-sur-Moudon, Schweiz","46.68827599999999 6.809995300000001",46.68827599999999,6.809995300000001
1522,"Oulens-sur-Lucens","Schweiz",3457.85,"1522 Oulens-sur-Lucens, Schweiz","46.7047888 6.8086038",46.7047888,6.8086038
1523,"Granges-près-Marnand","Schweiz",1463.6999999999998,"1523 Granges-près-Marnand, Schweiz","46.7684671 6.8898585",46.7684671,6.8898585
1524,"Marnand","Schweiz",199.75,"1524 Marnand, Schweiz","46.7648681 6.9092172",46.7648681,6.9092172
1525,"Seigneux","Schweiz",909.1999999999998,"1525 Seigneux, Schweiz","46.7422768 6.8833382",46.7422768,6.8833382
1526,"Forel-sur-Lucens","Schweiz",134.9,"1526 Forel-sur-Lucens, Schweiz","46.7271332 6.824212699999999",46.7271332,6.824212699999999
1527,"Villeneuve FR","Schweiz",208.0,"1527 Villeneuve FR, Schweiz","46.7429842 6.869257500000001",46.7429842,6.869257500000001
1528,"Praratoud","Schweiz",148.9,"1528 Praratoud, Schweiz","46.73333299999999 6.849999",46.73333299999999,6.849999
1529,"Cheiry","Schweiz",270.95,"1529 Cheiry, Schweiz","46.7504497 6.835782999999999",46.7504497,6.835782999999999
1530,"Payerne","Schweiz",29444.350000000028,"1530 Payerne, Schweiz","46.8341898 6.9289693",46.8341898,6.9289693
1532,"Fétigny","Schweiz",1558.85,"1532 Fétigny, Schweiz","46.798751 6.911661899999999",46.798751,6.911661899999999
1533,"Ménières","Schweiz",652.9,"1533 Ménières, Schweiz","46.78349 6.880609199999999",46.78349,6.880609199999999
1534,"Chapelle (Broye)","Schweiz",312.84999999999997,"1534 Chapelle (Broye), Schweiz","46.767 6.850000000000001",46.767,6.850000000000001
1535,"Combremont-le-Grand","Schweiz",399.0,"1535 Combremont-le-Grand, Schweiz","46.7629844 6.8192385",46.7629844,6.8192385
1536,"Combremont-le-Petit","Schweiz",135.64999999999998,"1536 Combremont-le-Petit, Schweiz","46.74450299999999 6.803279900000001",46.74450299999999,6.803279900000001
1537,"Champtauroz","Schweiz",119.85,"1537 Champtauroz, Schweiz","46.7602888 6.787622199999999",46.7602888,6.787622199999999
1541,"Morens FR","Schweiz",724.5999999999999,"1541 Morens FR, Schweiz","46.84360849999999 6.9065226",46.84360849999999,6.9065226
1542,"Rueyres-les-Prés","Schweiz",263.9,"1542 Rueyres-les-Prés, Schweiz","46.8597435 6.9165522",46.8597435,6.9165522
1543,"Grandcour","Schweiz",883.75,"1543 Grandcour, Schweiz","46.872571 6.938323899999999",46.872571,6.938323899999999
1544,"Gletterens","Schweiz",1114.5,"1544 Gletterens, Schweiz","46.8994958 6.9361812",46.8994958,6.9361812
1545,"Chevroux","Schweiz",772.6,"1545 Chevroux, Schweiz","46.89127879999999 6.9109572",46.89127879999999,6.9109572
1551,"Vers-chez-Perrin","Schweiz",14.95,"1551 Vers-chez-Perrin, Schweiz","46.7970147 6.941778299999999",46.7970147,6.941778299999999
1552,"Trey","Schweiz",19.95,"1552 Trey, Schweiz","46.7701263 6.9260996",46.7701263,6.9260996
1553,"Châtonnaye","Schweiz",1271.3,"1553 Châtonnaye, Schweiz","46.7532183 6.9410744",46.7532183,6.9410744
1554,"Sédeilles","Schweiz",410.59999999999997,"1554 Sédeilles, Schweiz","46.75 6.933332999999999",46.75,6.933332999999999
1555,"Villarzel","Schweiz",2699.9,"1555 Villarzel, Schweiz","46.7453692 6.9102619",46.7453692,6.9102619
1562,"Corcelles-près-Payerne","Schweiz",8023.549999999995,"1562 Corcelles-près-Payerne, Schweiz","46.8309425 6.9622657",46.8309425,6.9622657
1563,"Dompierre FR","Schweiz",1221.8500000000001,"1563 Dompierre FR, Schweiz","46.8520859 6.990752499999999",46.8520859,6.990752499999999
1564,"Domdidier","Schweiz",2160.7499999999995,"1564 Domdidier, Schweiz","46.8580838 7.016068499999999",46.8580838,7.016068499999999
1565,"Vallon","Schweiz",2353.95,"1565 Vallon, Schweiz","46.8850375 6.9534422",46.8850375,6.9534422
1566,"Les Friques","Schweiz",8167.850000000006,"1566 Les Friques, Schweiz","46.900001 6.983338",46.900001,6.983338
1567,"Delley","Schweiz",258.85,"1567 Delley, Schweiz","46.9133633 6.9676921",46.9133633,6.9676921
1568,"Portalban","Schweiz",6549.899999999999,"1568 Portalban, Schweiz","46.91404 6.95501",46.91404,6.95501
1580,"Oleyres","Schweiz",3451.7,"1580 Oleyres, Schweiz","46.8556727 7.0371866",46.8556727,7.0371866
1583,"Villarepos","Schweiz",595.1,"1583 Villarepos, Schweiz","46.8832682 7.0718558",46.8832682,7.0718558
1584,"Villars-le-Grand","Schweiz",1031.0,"1584 Villars-le-Grand, Schweiz","46.9052578 7.001531399999999",46.9052578,7.001531399999999
1585,"Bellerive VD","Schweiz",3104.8,"1585 Bellerive VD, Schweiz","46.9204141 7.021579999999999",46.9204141,7.021579999999999
1586,"Vallamand","Schweiz",1759.6999999999998,"1586 Vallamand, Schweiz","46.9317551 7.0390187",46.9317551,7.0390187
1587,"Montmagny","Schweiz",487.8,"1587 Montmagny, Schweiz","46.9262464 7.010866099999999",46.9262464,7.010866099999999
1588,"Cudrefin","Schweiz",5947.799999999994,"1588 Cudrefin, Schweiz","46.9529982 7.0231305",46.9529982,7.0231305
1589,"Chabrey","Schweiz",330.54999999999995,"1589 Chabrey, Schweiz","46.9280983 6.9867848",46.9280983,6.9867848
1595,"Clavaleyres","Schweiz",2709.2500000000005,"1595 Clavaleyres, Schweiz","46.8994795 7.0909656",46.8994795,7.0909656
1607,"Les Tavernes","Schweiz",3055.5500000000006,"1607 Les Tavernes, Schweiz","46.5543134 6.8119109",46.5543134,6.8119109
1608,"Chapelle (Glâne)","Schweiz",3483.1000000000004,"1608 Chapelle (Glâne), Schweiz","46.5857175 6.839213399999999",46.5857175,6.839213399999999
1609,"Besencens","Schweiz",1581.0500000000009,"1609 Besencens, Schweiz","46.583333 6.866661",46.583333,6.866661
1610,"Châtillens","Schweiz",1669.4499999999998,"1610 Châtillens, Schweiz","46.5691032 6.815161700000001",46.5691032,6.815161700000001
1611,"Le Crêt-près-Semsales","Schweiz",1235.7,"1611 Le Crêt-près-Semsales, Schweiz","46.616668 6.916662",46.616668,6.916662
1612,"Ecoteaux","Schweiz",597.4000000000001,"1612 Ecoteaux, Schweiz","46.5497857 6.857202600000001",46.5497857,6.857202600000001
1613,"Maracon","Schweiz",1280.9,"1613 Maracon, Schweiz","46.55128999999999 6.87208",46.55128999999999,6.87208
1614,"Granges (Veveyse)","Schweiz",1076.8,"1614 Granges (Veveyse), Schweiz","46.5246606 6.8294732",46.5246606,6.8294732
1615,"Bossonnens","Schweiz",645.1000000000001,"1615 Bossonnens, Schweiz","46.5288349 6.8435595",46.5288349,6.8435595
1616,"Attalens","Schweiz",2752.75,"1616 Attalens, Schweiz","46.5090903 6.850272599999999",46.5090903,6.850272599999999
1617,"Tatroz","Schweiz",2435.0,"1617 Tatroz, Schweiz","46.5262301 6.8680862",46.5262301,6.8680862
1618,"Châtel-St-Denis","Schweiz",4508.8,"1618 Châtel-St-Denis, Schweiz","46.5298585 6.9069007",46.5298585,6.9069007
1619,"Les Paccots","Schweiz",819.75,"1619 Les Paccots, Schweiz","46.52236 6.94745",46.52236,6.94745
1623,"Semsales","Schweiz",10706.05,"1623 Semsales, Schweiz","46.565255 6.961490599999999",46.565255,6.961490599999999
1624,"La Verrerie","Schweiz",883.6999999999999,"1624 La Verrerie, Schweiz","46.5976765 6.922605099999999",46.5976765,6.922605099999999
1625,"Maules","Schweiz",987.95,"1625 Maules, Schweiz","46.633336 6.983338",46.633336,6.983338
1626,"Romanens","Schweiz",1344.0,"1626 Romanens, Schweiz","46.65 6.966659",46.65,6.966659
1627,"Vaulruz","Schweiz",1543.8000000000002,"1627 Vaulruz, Schweiz","46.620589 6.9891773",46.620589,6.9891773
1628,"Vuadens","Schweiz",2250.999999999999,"1628 Vuadens, Schweiz","46.6180319 7.025001199999999",46.6180319,7.025001199999999
1630,"Bulle","Schweiz",7744.499999999995,"1630 Bulle, Schweiz","46.62276139999999 7.0505594",46.62276139999999,7.0505594
1632,"Riaz","Schweiz",2325.9500000000003,"1632 Riaz, Schweiz","46.6418608 7.0552931",46.6418608,7.0552931
1633,"Vuippens","Schweiz",94.95,"1633 Vuippens, Schweiz","46.66 7.074999999999999",46.66,7.074999999999999
1634,"La Roche FR","Schweiz",2200.2,"1634 La Roche FR, Schweiz","46.6967683 7.138061599999999",46.6967683,7.138061599999999
1635,"La Tour-de-Trême","Schweiz",2701.3999999999996,"1635 La Tour-de-Trême, Schweiz","46.60833299999999 7.06667",46.60833299999999,7.06667
1636,"Broc","Schweiz",12185.100000000004,"1636 Broc, Schweiz","46.6042074 7.0974945",46.6042074,7.0974945
1637,"Charmey (Gruyère)","Schweiz",985.1999999999999,"1637 Charmey (Gruyère), Schweiz","46.6213548 7.163107399999999",46.6213548,7.163107399999999
1638,"Morlon","Schweiz",189.0,"1638 Morlon, Schweiz","46.6228596 7.0881215",46.6228596,7.0881215
1642,"Sorens","Schweiz",294.5,"1642 Sorens, Schweiz","46.6688915 7.058987399999999",46.6688915,7.058987399999999
1643,"Gumefens","Schweiz",587.5,"1643 Gumefens, Schweiz","46.6767042 7.0757631",46.6767042,7.0757631
1644,"Avry-devant-Pont","Schweiz",527.2,"1644 Avry-devant-Pont, Schweiz","46.683338 7.083329",46.683338,7.083329
1645,"Le Bry","Schweiz",30.9,"1645 Le Bry, Schweiz","46.7032 7.083489999999999",46.7032,7.083489999999999
1647,"Corbières","Schweiz",599.0,"1647 Corbières, Schweiz","46.6548662 7.119239599999999",46.6548662,7.119239599999999
